
Symbol table '.dynsym' contains 2394 entries:
   Num:    Value  Size Type    Bind   Vis      Ndx Name
   559: 000632d0   170 FUNC    WEAK   DEFAULT   12 vsprintf@@GLIBC_2.0
   560: 0002d110    79 FUNC    WEAK   DEFAULT   12 sigwaitinfo@@GLIBC_2.1
   561: 000ecba0   111 FUNC    WEAK   DEFAULT   12 moncontrol@@GLIBC_2.2
   562: 00108010   197 FUNC    GLOBAL DEFAULT   12 __res_iclose@@GLIBC_PRIVATE
   563: 000eb9e0    63 FUNC    WEAK   DEFAULT   12 socketpair@@GLIBC_2.0
   564: 0002f2f0    25 FUNC    GLOBAL DEFAULT   12 div@@GLIBC_2.0
   565: 00078be0    74 IFUNC   WEAK   DEFAULT   12 memchr@@GLIBC_2.0
   566: 00037c90    26 FUNC    GLOBAL DEFAULT   12 __strtod_l@@GLIBC_2.1
   567: 00077af0    52 IFUNC   GLOBAL DEFAULT   12 strpbrk@@GLIBC_2.0
   568: 000afc30   552 FUNC    GLOBAL DEFAULT   12 scandirat@@GLIBC_2.15
   569: 00081030    74 IFUNC   WEAK   DEFAULT   12 memrchr@@GLIBC_2.2
   570: 000feb80    36 FUNC    GLOBAL DEFAULT   12 ether_aton@@GLIBC_2.0
   571: 000e67f0    32 FUNC    WEAK   DEFAULT   12 hdestroy@@GLIBC_2.0
   572: 000d9710   125 FUNC    WEAK   DEFAULT   12 __read@@GLIBC_2.0
   573: 00121d20    21 FUNC    GLOBAL DEFAULT   12 __register_frame_info_tab@@GLIBC_2.0
   574: 00025410    56 FUNC    GLOBAL DEFAULT   12 tolower@@GLIBC_2.0
   575: 00073880   162 FUNC    WEAK   DEFAULT   12 cfree@@GLIBC_2.0
   576: 00123880   146 FUNC    GLOBAL DEFAULT   12 popen@GLIBC_2.0
   577: 000628b0   146 FUNC    GLOBAL DEFAULT   12 popen@@GLIBC_2.1
   578: 001006c0   171 FUNC    GLOBAL DEFAULT   12 ruserok_af@@GLIBC_2.2
   579: 000254c0    43 FUNC    GLOBAL DEFAULT   12 _tolower@@GLIBC_2.0
   580: 000e85b0   104 FUNC    WEAK   DEFAULT   12 step@@GLIBC_2.0
   581: 000ee400    75 FUNC    WEAK   DEFAULT   12 towctrans@@GLIBC_2.0
   582: 00025cd0    43 FUNC    GLOBAL DEFAULT   12 __dcgettext@@GLIBC_2.0
   583: 000e8a40    78 FUNC    GLOBAL DEFAULT   12 lsetxattr@@GLIBC_2.3
   584: 000e4280   108 FUNC    GLOBAL DEFAULT   12 setttyent@@GLIBC_2.0
   585: 000a23a0    28 FUNC    GLOBAL DEFAULT   12 __isoc99_swscanf@@GLIBC_2.7
   586: 000751f0  1191 FUNC    WEAK   DEFAULT   12 malloc_info@@GLIBC_2.10
   587: 000d92f0   218 FUNC    WEAK   DEFAULT   12 __open64@@GLIBC_2.2
   588: 000b44c0     5 FUNC    GLOBAL DEFAULT   12 __bsd_getpgrp@@GLIBC_2.0
   589: 000f0a20   156 FUNC    GLOBAL DEFAULT   12 setsgent@@GLIBC_2.10
   590: 000b41b0    54 FUNC    GLOBAL DEFAULT   12 getpid@@GLIBC_2.0
   591: 0002c340    64 FUNC    WEAK   DEFAULT   12 kill@@GLIBC_2.0
   592: 0003d4e0   129 FUNC    WEAK   DEFAULT   12 getcontext@@GLIBC_2.1
   593: 000a22a0   241 FUNC    GLOBAL DEFAULT   12 __isoc99_vfwscanf@@GLIBC_2.7
   594: 00077e80    52 IFUNC   GLOBAL DEFAULT   12 strspn@@GLIBC_2.0
   595: 000f6b80    58 FUNC    GLOBAL DEFAULT   12 pthread_condattr_init@@GLIBC_2.0
   596: 0002f330    97 FUNC    WEAK   DEFAULT   12 imaxdiv@@GLIBC_2.1.1
   597: 001b7ca4     4 OBJECT  WEAK   DEFAULT   32 program_invocation_name@@GLIBC_2.0
   598: 001275f0    45 FUNC    GLOBAL DEFAULT   12 posix_fallocate64@GLIBC_2.2
   599: 0010dba0   140 FUNC    GLOBAL DEFAULT   12 svcraw_create@@GLIBC_2.0
   600: 000df7b0   608 FUNC    GLOBAL DEFAULT   12 posix_fallocate64@@GLIBC_2.3.3
   601: 000eb1d0    64 FUNC    GLOBAL DEFAULT   12 fanotify_init@@GLIBC_2.13
   602: 000cf350    60 FUNC    GLOBAL DEFAULT   12 __sched_get_priority_max@@GLIBC_2.0
   603: 0007bbd0    67 FUNC    WEAK   DEFAULT   12 argz_extract@@GLIBC_2.0
   604: 00025c90    60 FUNC    WEAK   DEFAULT   12 bind_textdomain_codeset@@GLIBC_2.2
   605: 00123b40   422 FUNC    GLOBAL DEFAULT   12 _IO_fgetpos64@GLIBC_2.1
   606: 00077380    68 FUNC    WEAK   DEFAULT   12 strdup@@GLIBC_2.0
   607: 001239e0   337 FUNC    GLOBAL DEFAULT   12 fgetpos@GLIBC_2.0
   608: 000633f0   453 FUNC    GLOBAL DEFAULT   12 _IO_fgetpos64@@GLIBC_2.2
   609: 00060cb0   503 FUNC    GLOBAL DEFAULT   12 fgetpos@@GLIBC_2.2
   610: 00118de0    56 FUNC    GLOBAL DEFAULT   12 svc_exit@@GLIBC_2.0
   611: 000da250    25 FUNC    GLOBAL DEFAULT   12 creat64@@GLIBC_2.1
   612: 0006a6e0    37 FUNC    WEAK   DEFAULT   12 getc_unlocked@@GLIBC_2.0
   613: 00080570    47 FUNC    GLOBAL DEFAULT   12 __strncat_g@@GLIBC_2.1.1
   614: 00106e00   657 FUNC    WEAK   DEFAULT   12 inet_pton@@GLIBC_2.0
   615: 000aa3b0    57 FUNC    GLOBAL DEFAULT   12 strftime@@GLIBC_2.0
   616: 00069e20    12 FUNC    GLOBAL DEFAULT   12 __flbf@@GLIBC_2.2
   617: 000d9e80   382 FUNC    GLOBAL DEFAULT   12 lockf64@@GLIBC_2.1
   618: 00064d00    40 FUNC    GLOBAL DEFAULT   12 _IO_switch_to_main_wget_a@@GLIBC_2.2
   619: 001175f0   174 FUNC    GLOBAL DEFAULT   12 xencrypt@@GLIBC_2.0
   620: 0011cd90    78 FUNC    GLOBAL DEFAULT   12 putpmsg@@GLIBC_2.1
   621: 0003b160    56 FUNC    GLOBAL DEFAULT   12 __libc_system@@GLIBC_PRIVATE
   622: 001184f0   113 FUNC    GLOBAL DEFAULT   12 xdr_uint16_t@@GLIBC_2.1
   623: 001b7c98     8 OBJECT  WEAK   DEFAULT   32 tzname@@GLIBC_2.0
   624: 00073fa0   426 FUNC    GLOBAL DEFAULT   12 __libc_mallopt@@GLIBC_2.0
   625: 0002ccc0   180 FUNC    WEAK   DEFAULT   12 sysv_signal@@GLIBC_2.1
   626: 000f69c0    62 FUNC    GLOBAL DEFAULT   12 pthread_attr_getschedpara@@GLIBC_2.0
   627: 000314b0    30 FUNC    WEAK   DEFAULT   12 strtoll_l@@GLIBC_2.3
   628: 000d8770    29 FUNC    GLOBAL DEFAULT   12 __sched_cpufree@@GLIBC_2.7
   629: 000da0c0    64 FUNC    GLOBAL DEFAULT   12 __dup2@@GLIBC_2.0
   630: 000f6e30    58 FUNC    GLOBAL DEFAULT   12 pthread_mutex_destroy@@GLIBC_2.0
   631: 000638e0   257 FUNC    WEAK   DEFAULT   12 fgetwc@@GLIBC_2.2
   632: 000d9040    64 FUNC    WEAK   DEFAULT   12 chmod@@GLIBC_2.0
   633: 000e14c0   115 FUNC    GLOBAL DEFAULT   12 vlimit@@GLIBC_2.0
   634: 000e17f0   140 FUNC    WEAK   DEFAULT   12 sbrk@@GLIBC_2.0
   635: 00025140    59 FUNC    GLOBAL DEFAULT   12 __assert_fail@@GLIBC_2.0
   636: 00111150   622 FUNC    GLOBAL DEFAULT   12 clntunix_create@@GLIBC_2.1
   637: 000ed950   167 FUNC    WEAK   DEFAULT   12 iswalnum@@GLIBC_2.0
   638: 00080690    32 FUNC    GLOBAL DEFAULT   12 __strrchr_c@@GLIBC_2.1.1
   639: 00025520     8 FUNC    WEAK   DEFAULT   12 __toascii_l@@GLIBC_2.1
   640: 00025560    22 FUNC    GLOBAL DEFAULT   12 __isalnum_l@@GLIBC_2.1
   641: 0004a130    45 FUNC    GLOBAL DEFAULT   12 printf@@GLIBC_2.0
   642: 000e3360   918 FUNC    GLOBAL DEFAULT   12 __getmntent_r@@GLIBC_2.2
   643: 000ff020    74 FUNC    GLOBAL DEFAULT   12 ether_ntoa_r@@GLIBC_2.0
   644: 0002b3f0    17 FUNC    WEAK   DEFAULT   12 finite@@GLIBC_2.0
   645: 000eb4a0   121 FUNC    WEAK   DEFAULT   12 __connect@@GLIBC_2.0
   646: 0002f080    33 FUNC    GLOBAL DEFAULT   12 quick_exit@@GLIBC_2.10
   647: 000fc910   394 FUNC    GLOBAL DEFAULT   12 getnetbyname@@GLIBC_2.0
   648: 000e29c0    35 FUNC    GLOBAL DEFAULT   12 mkstemp@@GLIBC_2.0
   649: 000d9d10    64 FUNC    WEAK   DEFAULT   12 flock@@GLIBC_2.0
   650: 000806b0    34 FUNC    GLOBAL DEFAULT   12 __strrchr_g@@GLIBC_2.1.1
   651: 000d8ee0    71 FUNC    GLOBAL DEFAULT   12 statvfs@@GLIBC_2.1
   652: 000e7c80   353 FUNC    WEAK   DEFAULT   12 error_at_line@@GLIBC_2.0
   653: 00068cf0   234 FUNC    GLOBAL DEFAULT   12 rewind@@GLIBC_2.0
   654: 0007c5e0  4917 FUNC    WEAK   DEFAULT   12 strcoll_l@@GLIBC_2.3
   655: 0002f2c0    34 FUNC    GLOBAL DEFAULT   12 llabs@@GLIBC_2.0
   656: 001ba618    12 OBJECT  GLOBAL DEFAULT   33 _null_auth@@GLIBC_2.0
   657: 000a3d50    35 FUNC    WEAK   DEFAULT   12 localtime_r@@GLIBC_2.0
   658: 00093ad0    57 FUNC    GLOBAL DEFAULT   12 wcscspn@@GLIBC_2.0
   659: 000e15f0    55 FUNC    GLOBAL DEFAULT   12 vtimes@@GLIBC_2.0
   660: 000795f0    82 IFUNC   GLOBAL DEFAULT   12 __stpncpy@@GLIBC_2.0
   661: 0002eb40    35 FUNC    WEAK   DEFAULT   12 __libc_secure_getenv@@GLIBC_PRIVATE
   662: 0002b410    30 FUNC    WEAK   DEFAULT   12 copysign@@GLIBC_2.0
   663: 001054e0    55 FUNC    GLOBAL DEFAULT   12 inet6_opt_finish@@GLIBC_2.5
   664: 000b33a0   121 FUNC    GLOBAL DEFAULT   12 __nanosleep@@GLIBC_2.2.6
   665: 0002bde0    63 FUNC    GLOBAL DEFAULT   12 setjmp@@GLIBC_2.0
   666: 0002b770   161 FUNC    WEAK   DEFAULT   12 modff@@GLIBC_2.0
   667: 000edcb0   168 FUNC    WEAK   DEFAULT   12 iswlower@@GLIBC_2.0
   668: 000df390   125 FUNC    WEAK   DEFAULT   12 __poll@@GLIBC_2.1
   669: 00025380    43 FUNC    GLOBAL DEFAULT   12 isspace@@GLIBC_2.0
   670: 00031c40    51 FUNC    GLOBAL DEFAULT   12 strtod@@GLIBC_2.0
   671: 0005e530    88 FUNC    GLOBAL DEFAULT   12 tmpnam_r@@GLIBC_2.0
   672: 000fa320    53 FUNC    GLOBAL DEFAULT   12 __confstr_chk@@GLIBC_2.4
   673: 000e07b0   155 FUNC    GLOBAL DEFAULT   12 fallocate@@GLIBC_2.10
   674: 000eeaf0   137 FUNC    GLOBAL DEFAULT   12 __wctype_l@@GLIBC_2.1
   675: 0011f9e0    25 FUNC    GLOBAL DEFAULT   12 setutxent@@GLIBC_2.1
   676: 00063b90   408 FUNC    GLOBAL DEFAULT   12 fgetws@@GLIBC_2.2
   677: 00096720    43 FUNC    GLOBAL DEFAULT   12 __wcstoll_l@@GLIBC_2.1
   678: 00025580    23 FUNC    GLOBAL DEFAULT   12 __isalpha_l@@GLIBC_2.1
   679: 00031bc0    51 FUNC    GLOBAL DEFAULT   12 strtof@@GLIBC_2.0
   680: 000ee650   119 FUNC    WEAK   DEFAULT   12 iswdigit_l@@GLIBC_2.3
   681: 000f99b0   279 FUNC    GLOBAL DEFAULT   12 __wcsncat_chk@@GLIBC_2.4
   682: 000ebf70   226 FUNC    GLOBAL DEFAULT   12 __libc_msgsnd@@GLIBC_PRIVATE
   683: 000a3d20    38 FUNC    GLOBAL DEFAULT   12 gmtime@@GLIBC_2.0
   684: 00024db0   116 FUNC    GLOBAL DEFAULT   12 __uselocale@@GLIBC_2.3
   685: 00024490    33 FUNC    WEAK   DEFAULT   12 __ctype_get_mb_cur_max@@GLIBC_2.0
   686: 00079490    17 FUNC    GLOBAL DEFAULT   12 ffs@@GLIBC_2.0
   687: 000ee6d0   122 FUNC    GLOBAL DEFAULT   12 __iswlower_l@@GLIBC_2.1
   688: 0010d0d0    55 FUNC    GLOBAL DEFAULT   12 xdr_opaque_auth@@GLIBC_2.0
   689: 0002ba20   331 FUNC    WEAK   DEFAULT   12 modfl@@GLIBC_2.0
   690: 0007c370   255 FUNC    GLOBAL DEFAULT   12 envz_add@@GLIBC_2.0
   691: 000f0810   520 FUNC    GLOBAL DEFAULT   12 putsgent@@GLIBC_2.10
   692: 000789c0   233 FUNC    GLOBAL DEFAULT   12 strtok@@GLIBC_2.0
   693: 00061170    35 FUNC    GLOBAL DEFAULT   12 _IO_fopen@@GLIBC_2.1
   694: 0011f050    50 FUNC    WEAK   DEFAULT   12 getpt@@GLIBC_2.1
   695: 000b2330   172 FUNC    GLOBAL DEFAULT   12 endpwent@@GLIBC_2.0
   696: 00122fd0   140 FUNC    GLOBAL DEFAULT   12 _IO_fopen@GLIBC_2.0
   697: 00080830    37 FUNC    GLOBAL DEFAULT   12 __strstr_cg@@GLIBC_2.1.1
   698: 00030240    55 FUNC    WEAK   DEFAULT   12 strtol@@GLIBC_2.0
   699: 0002d160   162 FUNC    WEAK   DEFAULT   12 sigqueue@@GLIBC_2.1
   700: 000deb40   276 FUNC    GLOBAL DEFAULT   12 fts_close@@GLIBC_2.0
   701: 000db3a0    42 FUNC    WEAK   DEFAULT   12 isatty@@GLIBC_2.0
   702: 000dac70    66 FUNC    GLOBAL DEFAULT   12 lchown@@GLIBC_2.0
   703: 000e32c0    97 FUNC    WEAK   DEFAULT   12 setmntent@@GLIBC_2.0
   704: 00101ac0   117 FUNC    GLOBAL DEFAULT   12 endnetgrent@@GLIBC_2.0
   705: 000e5750   100 FUNC    WEAK   DEFAULT   12 mmap@@GLIBC_2.0
   706: 0006bf60    60 FUNC    GLOBAL DEFAULT   12 _IO_file_read@@GLIBC_2.0
   707: 00121c40    60 FUNC    GLOBAL DEFAULT   12 __register_frame@@GLIBC_2.0
   708: 000b1d90   187 FUNC    WEAK   DEFAULT   12 getpw@@GLIBC_2.0
   709: 00105200   321 FUNC    GLOBAL DEFAULT   12 setsourcefilter@@GLIBC_2.3.4
   710: 00000000     0 OBJECT  GLOBAL DEFAULT  ABS GLIBC_PRIVATE
   711: 000efe10   492 FUNC    WEAK   DEFAULT   12 fgetspent_r@@GLIBC_2.0
   712: 000cf310    52 FUNC    WEAK   DEFAULT   12 sched_yield@@GLIBC_2.0
   713: 000b8390    25 FUNC    WEAK   DEFAULT   12 glob_pattern_p@@GLIBC_2.0
   714: 00030340    55 FUNC    WEAK   DEFAULT   12 strtoq@@GLIBC_2.0
   715: 00080e60    72 FUNC    GLOBAL DEFAULT   12 __strsep_1c@@GLIBC_2.1.1
   716: 000f7670    73 FUNC    GLOBAL DEFAULT   12 __clock_getcpuclockid@@GLIBC_PRIVATE
   717: 000a1670   102 FUNC    WEAK   DEFAULT   12 wcsncasecmp@@GLIBC_2.1
   718: 000a3cb0    46 FUNC    GLOBAL DEFAULT   12 ctime_r@@GLIBC_2.0
   719: 000b14c0   555 FUNC    GLOBAL DEFAULT   12 getgrnam_r@@GLIBC_2.1.2
   720: 00125170    65 FUNC    GLOBAL DEFAULT   12 getgrnam_r@GLIBC_2.0
   721: 0002eab0   141 FUNC    WEAK   DEFAULT   12 clearenv@@GLIBC_2.0
   722: 001183c0     5 FUNC    GLOBAL DEFAULT   12 xdr_u_quad_t@@GLIBC_2.3.4
   723: 000eeaf0   137 FUNC    WEAK   DEFAULT   12 wctype_l@@GLIBC_2.3
   724: 000d8f30    71 FUNC    GLOBAL DEFAULT   12 fstatvfs@@GLIBC_2.1
   725: 0002c5b0   107 FUNC    WEAK   DEFAULT   12 sigblock@@GLIBC_2.0
   726: 000ebeb0    39 FUNC    GLOBAL DEFAULT   12 __libc_sa_len@@GLIBC_2.1
   727: 001bae9c     4 OBJECT  GLOBAL DEFAULT   33 __key_encryptsession_pk_L@@GLIBC_2.1
   728: 000f6b00    62 FUNC    GLOBAL DEFAULT   12 pthread_attr_setscope@@GLIBC_2.0
   729: 000ee9d0   122 FUNC    WEAK   DEFAULT   12 iswxdigit_l@@GLIBC_2.3
   730: 00068180   177 FUNC    WEAK   DEFAULT   12 feof@@GLIBC_2.0
   731: 00117330    26 FUNC    GLOBAL DEFAULT   12 svcudp_create@@GLIBC_2.0
   732: 0007b700   351 FUNC    WEAK   DEFAULT   12 strchrnul@@GLIBC_2.1.1
   733: 000e2940    60 FUNC    WEAK   DEFAULT   12 swapoff@@GLIBC_2.0
   734: 000e5400    27 FUNC    GLOBAL DEFAULT   12 syslog@@GLIBC_2.0
   735: 001b740c     4 OBJECT  GLOBAL DEFAULT   32 __ctype_tolower@GLIBC_2.0
   736: 000d7cb0     3 FUNC    GLOBAL DEFAULT   12 posix_spawnattr_destroy@@GLIBC_2.2
   737: 00030d80    30 FUNC    GLOBAL DEFAULT   12 __strtoul_l@@GLIBC_2.1
   738: 00123cf0   275 FUNC    GLOBAL DEFAULT   12 fsetpos@GLIBC_2.0
   739: 000d98a0   298 FUNC    WEAK   DEFAULT   12 eaccess@@GLIBC_2.4
   740: 000616c0   330 FUNC    GLOBAL DEFAULT   12 fsetpos@@GLIBC_2.2
   741: 000f96b0   117 FUNC    GLOBAL DEFAULT   12 __fread_unlocked_chk@@GLIBC_2.7
   742: 000d77c0   218 FUNC    WEAK   DEFAULT   12 pread64@@GLIBC_2.1
   743: 00104c50    29 FUNC    GLOBAL DEFAULT   12 inet6_option_alloc@@GLIBC_2.3.3
   744: 000a6e20    77 FUNC    GLOBAL DEFAULT   12 dysize@@GLIBC_2.0
   745: 000db460    64 FUNC    WEAK   DEFAULT   12 symlink@@GLIBC_2.0
   746: 001b7fc0    80 OBJECT  GLOBAL DEFAULT   32 _IO_stdout_@@GLIBC_2.0
   747: 000eecc0   156 FUNC    GLOBAL DEFAULT   12 getspent@@GLIBC_2.0
   748: 00065010    55 FUNC    GLOBAL DEFAULT   12 _IO_wdefault_uflow@@GLIBC_2.2
   749: 000f6900    62 FUNC    GLOBAL DEFAULT   12 pthread_attr_setdetachsta@@GLIBC_2.0
   750: 000e8790    72 FUNC    GLOBAL DEFAULT   12 fgetxattr@@GLIBC_2.3
   751: 0002fa00   238 FUNC    WEAK   DEFAULT   12 srandom_r@@GLIBC_2.0
   752: 000e3f50    64 FUNC    WEAK   DEFAULT   12 truncate@@GLIBC_2.0
   753: 00025320    43 FUNC    GLOBAL DEFAULT   12 isprint@@GLIBC_2.0
   754: 00073be0   722 FUNC    GLOBAL DEFAULT   12 __libc_calloc@@GLIBC_2.0
   755: 000df510    71 FUNC    GLOBAL DEFAULT   12 posix_fadvise@@GLIBC_2.2
   756: 00079870    70 FUNC    WEAK   DEFAULT   12 memccpy@@GLIBC_2.0
   757: 000e8680   228 FUNC    GLOBAL DEFAULT   12 getloadavg@@GLIBC_2.2
   758: 000b3910   335 FUNC    GLOBAL DEFAULT   12 execle@@GLIBC_2.0
   759: 000aa3f0    57 FUNC    GLOBAL DEFAULT   12 wcsftime@@GLIBC_2.2
   760: 000ed930    20 FUNC    GLOBAL DEFAULT   12 __fentry__@@GLIBC_2.13
   761: 00117a10     6 FUNC    GLOBAL DEFAULT   12 xdr_void@@GLIBC_2.0
   762: 0002f310    25 FUNC    GLOBAL DEFAULT   12 ldiv@@GLIBC_2.0
   763: 00109b80   241 FUNC    GLOBAL DEFAULT   12 __nss_configure_lookup@@GLIBC_2.0
   764: 000e09a0   123 FUNC    GLOBAL DEFAULT   12 cfsetispeed@@GLIBC_2.0
   765: 000feff0    36 FUNC    GLOBAL DEFAULT   12 ether_ntoa@@GLIBC_2.0
   766: 0010fb30    99 FUNC    GLOBAL DEFAULT   12 xdr_key_netstarg@@GLIBC_2.0
   767: 000eaf60   137 FUNC    GLOBAL DEFAULT   12 tee@@GLIBC_2.5
   768: 00068830   249 FUNC    WEAK   DEFAULT   12 fgetc@@GLIBC_2.0
   769: 00047a90   261 FUNC    GLOBAL DEFAULT   12 parse_printf_format@@GLIBC_2.0
   770: 0007ac10   229 FUNC    GLOBAL DEFAULT   12 strfry@@GLIBC_2.0
   771: 000632d0   170 FUNC    GLOBAL DEFAULT   12 _IO_vsprintf@@GLIBC_2.0
   772: 000e2610    82 FUNC    GLOBAL DEFAULT   12 reboot@@GLIBC_2.0
   773: 00102710   430 FUNC    GLOBAL DEFAULT   12 getaliasbyname_r@@GLIBC_2.1.2
   774: 00127f60    65 FUNC    GLOBAL DEFAULT   12 getaliasbyname_r@GLIBC_2.0
   775: 0002fdc0    45 FUNC    GLOBAL DEFAULT   12 jrand48@@GLIBC_2.0
   776: 000b3bd0   304 FUNC    GLOBAL DEFAULT   12 execlp@@GLIBC_2.0
   777: 000fbea0   874 FUNC    GLOBAL DEFAULT   12 gethostbyname_r@@GLIBC_2.1.2
   778: 00127b30    69 FUNC    GLOBAL DEFAULT   12 gethostbyname_r@GLIBC_2.0
   779: 000a26c0    44 FUNC    GLOBAL DEFAULT   12 c16rtomb@@GLIBC_2.16
   780: 0007abd0    60 FUNC    GLOBAL DEFAULT   12 swab@@GLIBC_2.0
   781: 0005edd0    45 FUNC    GLOBAL DEFAULT   12 _IO_funlockfile@@GLIBC_2.0
   782: 0005ed10    67 FUNC    GLOBAL DEFAULT   12 _IO_flockfile@@GLIBC_2.0
   783: 00080eb0   134 FUNC    GLOBAL DEFAULT   12 __strsep_2c@@GLIBC_2.1.1
   784: 000af230   103 FUNC    GLOBAL DEFAULT   12 seekdir@@GLIBC_2.0
   785: 000e2980    50 FUNC    GLOBAL DEFAULT   12 __mktemp@@GLIBC_PRIVATE
   786: 00025530    14 FUNC    WEAK   DEFAULT   12 __isascii_l@@GLIBC_2.1
   787: 00025540    19 FUNC    WEAK   DEFAULT   12 isblank_l@@GLIBC_2.3
   788: 001250b0    31 FUNC    GLOBAL DEFAULT   12 alphasort64@GLIBC_2.1
   789: 00115700    32 FUNC    GLOBAL DEFAULT   12 pmap_getport@@GLIBC_2.0
   790: 000afae0    31 FUNC    GLOBAL DEFAULT   12 alphasort64@@GLIBC_2.2
   791: 0003d5e0   110 FUNC    WEAK   DEFAULT   12 makecontext@@GLIBC_2.1
   792: 000e2550   114 FUNC    GLOBAL DEFAULT   12 fdatasync@@GLIBC_2.0
   793: 00047970   226 FUNC    WEAK   DEFAULT   12 register_printf_specifier@@GLIBC_2.10
   794: 00110660   529 FUNC    GLOBAL DEFAULT   12 authdes_getucred@@GLIBC_2.1
   795: 000e3fd0    82 FUNC    GLOBAL DEFAULT   12 truncate64@@GLIBC_2.1
   796: 00025640    22 FUNC    GLOBAL DEFAULT   12 __ispunct_l@@GLIBC_2.1
   797: 000ee750   122 FUNC    GLOBAL DEFAULT   12 __iswgraph_l@@GLIBC_2.1
   798: 0003d480    26 FUNC    GLOBAL DEFAULT   12 strtoumax@@GLIBC_2.1
   799: 000f3d10   450 FUNC    WEAK   DEFAULT   12 argp_failure@@GLIBC_2.1
   800: 000796f0    82 IFUNC   GLOBAL DEFAULT   12 __strcasecmp@@GLIBC_2.0
   801: 00060eb0   408 FUNC    WEAK   DEFAULT   12 fgets@@GLIBC_2.0
   802: 00057210    39 FUNC    GLOBAL DEFAULT   12 __vfscanf@@GLIBC_2.0
   803: 000d96d0    63 FUNC    GLOBAL DEFAULT   12 __openat64_2@@GLIBC_2.7
   804: 000ee300    99 FUNC    GLOBAL DEFAULT   12 __iswctype@@GLIBC_2.0
   805: 00127c20    65 FUNC    GLOBAL DEFAULT   12 getnetent_r@GLIBC_2.0
   806: 000d7d40    34 FUNC    GLOBAL DEFAULT   12 posix_spawnattr_setflags@@GLIBC_2.2
   807: 000fccb0   197 FUNC    GLOBAL DEFAULT   12 getnetent_r@@GLIBC_2.1.2
   808: 000f77f0   142 FUNC    WEAK   DEFAULT   12 clock_nanosleep@@GLIBC_2.17
   809: 00127020    38 FUNC    GLOBAL DEFAULT   12 sched_setaffinity@GLIBC_2.3.3
   810: 000cf490   329 FUNC    GLOBAL DEFAULT   12 sched_setaffinity@@GLIBC_2.3.4
   811: 000690c0    41 FUNC    WEAK   DEFAULT   12 vscanf@@GLIBC_2.0
   812: 000b1ff0   334 FUNC    GLOBAL DEFAULT   12 getpwnam@@GLIBC_2.0
   813: 00104bb0   151 FUNC    GLOBAL DEFAULT   12 inet6_option_append@@GLIBC_2.3.3
   814: 000b41f0    13 FUNC    WEAK   DEFAULT   12 getppid@@GLIBC_2.0
   815: 00073be0   722 FUNC    WEAK   DEFAULT   12 calloc@@GLIBC_2.0
   816: 00030380    57 FUNC    GLOBAL DEFAULT   12 __strtouq_internal@GLIBC_2.0
   817: 000658d0    42 FUNC    GLOBAL DEFAULT   12 _IO_unsave_wmarkers@@GLIBC_2.2
   818: 0015f413    18 OBJECT  GLOBAL DEFAULT   15 _nl_default_dirname@@GLIBC_2.0
   819: 0011cc60   110 FUNC    GLOBAL DEFAULT   12 getmsg@@GLIBC_2.1
   820: 0011fd20   779 FUNC    GLOBAL DEFAULT   12 _dl_addr@@GLIBC_PRIVATE
   821: 000e58d0   125 FUNC    WEAK   DEFAULT   12 msync@@GLIBC_2.0
   822: 0005ecc0    72 FUNC    GLOBAL DEFAULT   12 renameat@@GLIBC_2.4
   823: 0006df10    39 FUNC    GLOBAL DEFAULT   12 _IO_init@@GLIBC_2.0
   824: 0002b6d0    10 FUNC    GLOBAL DEFAULT   12 __signbit@@GLIBC_2.1
   825: 000dfb30   123 FUNC    GLOBAL DEFAULT   12 futimens@@GLIBC_2.6
   826: 000a3bf0    21 FUNC    WEAK   DEFAULT   12 asctime_r@@GLIBC_2.0
   827: 00077670    70 IFUNC   GLOBAL DEFAULT   12 strlen@@GLIBC_2.0
   828: 00024ce0   201 FUNC    WEAK   DEFAULT   12 freelocale@@GLIBC_2.3
   829: 000f9ad0    53 FUNC    GLOBAL DEFAULT   12 __wmemset_chk@@GLIBC_2.4
   830: 0002f6c0   135 FUNC    WEAK   DEFAULT   12 initstate@@GLIBC_2.0
   831: 00093a10    52 IFUNC   WEAK   DEFAULT   12 wcschr@@GLIBC_2.0
   832: 000253e0    43 FUNC    GLOBAL DEFAULT   12 isxdigit@@GLIBC_2.0
   833: 000a2440   630 FUNC    GLOBAL DEFAULT   12 mbrtoc16@@GLIBC_2.16
   834: 00063210   183 FUNC    WEAK   DEFAULT   12 ungetc@@GLIBC_2.0
   835: 00124810   106 FUNC    GLOBAL DEFAULT   12 _IO_file_init@GLIBC_2.0
   836: 00065360   283 FUNC    GLOBAL DEFAULT   12 __wuflow@@GLIBC_2.2
   837: 000d9d50   290 FUNC    GLOBAL DEFAULT   12 lockf@@GLIBC_2.0
   838: 000fee00   485 FUNC    GLOBAL DEFAULT   12 ether_line@@GLIBC_2.0
   839: 0006c140    46 FUNC    GLOBAL DEFAULT   12 _IO_file_init@@GLIBC_2.1
   840: 001b7414     4 OBJECT  GLOBAL DEFAULT   32 __ctype_b@GLIBC_2.0
   841: 0010eb30   154 FUNC    GLOBAL DEFAULT   12 xdr_authdes_cred@@GLIBC_2.1
   842: 000f7710    86 FUNC    GLOBAL DEFAULT   12 __clock_gettime@@GLIBC_PRIVATE
